id	cluster
monkeyc1g1s206	4
monkeyc1g1s207	4
monkeyc1g1s208	4
monkeyc1g1s209	4
monkeyc1g1s210	4
monkeyc1g1s211	4
monkeyc1g1s212	4
monkeyc1g1s213	4
monkeyc1g1s214	4
monkeyc1g1s215	4
monkeyc1g1s216	4
monkeyc1g1s217	4
monkeyc1g1s218	4
monkeyc1g1s219	4
monkeyc1g1s220	4
monkeyc1g1s221	4
monkeyc1g1s222	4
monkeyc1g1s223	4
monkeyc1g1s224	4
monkeyc1g1s225	4
monkeyc1g1s226	4
monkeyc1g1s227	4
monkeyc1g1s228	4
monkeyc1g1s229	4
monkeyc1g1s230	4
monkeyc1g1s231	4
monkeyc1g1s232	4
monkeyc1g1s233	4
monkeyc1g1s234	4
monkeyc1g1s235	4
monkeyc1g1s236	4
monkeyc1g1s237	4
monkeyc1g1s238	4
monkeyc1g1s239	4
monkeyc1g1s240	4
monkeyc1g1s241	4
monkeyc1g1s242	4
monkeyc1g1s243	4
monkeyc1g1s244	4
monkeyc1g1s245	4
monkeyc1g1s246	4
monkeyc1g1s247	4
monkeyc1g1s248	4
monkeyc1g1s249	4
monkeyc1g1s250	4
monkeyc1g1s251	4
monkeyc1g1s252	4
monkeyc1g1s253	4
monkeyc1g1s254	4
monkeyc1g1s255	4
monkeyc1g1s256	4
monkeyc1g1s257	4
monkeyc1g1s258	4
monkeyc1g1s259	4
monkeyc1g1s260	4
monkeyc1g1s261	4
monkeyc1g1s262	4
monkeyc1g1s263	4
monkeyc1g1s264	4
monkeyc1g1s265	4
monkeyc1g1s266	4
monkeyc1g1s267	4
monkeyc1g1s268	4
monkeyc1g1s269	4
monkeyc1g1s270	4
monkeyc1g1s271	4
monkeyc1g1s272	4
monkeyc1g1s273	4
monkeyc1g1s274	4
monkeyc1g1s275	4
monkeyc1g1s276	4
monkeyc1g1s277	4
monkeyc1g1s278	4
monkeyc1g1s279	4
monkeyc1g1s280	4
monkeyc1g1s281	4
monkeyc1g1s282	4
monkeyc1g1s283	4
monkeyc1g1s284	4
monkeyc1g1s285	4
monkeyc1g1s286	4
monkeyc1g1s287	4
monkeyc1g1s288	4
monkeyc1g1s289	4
monkeyc1g1s290	4
monkeyc1g1s291	4
monkeyc1g1s292	4
monkeyc1g1s293	4
monkeyc1g1s294	4
monkeyc1g1s295	4
monkeyc1g1s296	4
monkeyc1g1s297	4
monkeyc1g1s298	4
monkeyc1g1s299	4
monkeyc1g1s300	4
monkeyc1g1s301	4
monkeyc1g1s302	4
monkeyc1g1s303	4
monkeyc1g1s304	4
monkeyc1g1s305	4
monkeyc1g1s306	4
monkeyc1g1s307	4
monkeyc1g1s308	4
monkeyc1g1s309	4
monkeyc1g1s310	4
monkeyc1g1s311	4
monkeyc1g1s312	4
monkeyc1g1s313	4
monkeyc1g1s314	4
monkeyc1g1s315	4
monkeyc1g1s316	4
monkeyc1g1s317	4
monkeyc1g1s318	4
monkeyc1g1s319	4
monkeyc1g1s320	4
monkeyc1g1s321	4
monkeyc1g1s322	4
monkeyc1g1s323	4
monkeyc1g1s324	4
monkeyc1g1s325	4
monkeyc1g1s326	4
monkeyc1g1s327	4
monkeyc1g1s328	4
monkeyc1g1s329	4
monkeyc1g1s330	4
monkeyc1g1s331	4
monkeyc1g1s332	4
monkeyc1g1s333	4
monkeyc1g1s334	4
monkeyc1g1s335	4
monkeyc1g1s336	4
monkeyc1g1s337	4
monkeyc1g1s338	4
monkeyc1g1s339	4
monkeyc1g1s340	4
monkeyc1g1s341	4
monkeyc1g1s342	4
monkeyc1g1s343	4
monkeyc1g1s344	4
monkeyc1g1s345	4
monkeyc1g1s346	4
monkeyc1g1s347	4
monkeyc1g1s348	4
monkeyc1g1s349	4
monkeyc1g1s350	4
monkeyc1g1s351	4
monkeyc1g1s352	4
monkeyc1g1s353	4
monkeyc1g1s354	4
monkeyc1g1s355	4
monkeyc1g1s356	4
monkeyc1g1s357	4
monkeyc1g1s358	4
monkeyc1g1s359	4
monkeyc1g1s360	4
monkeyc1g1s361	4
monkeyc1g1s362	4
monkeyc1g1s363	4
monkeyc1g1s364	4
monkeyc1g1s365	4
monkeyc1g1s366	4
monkeyc1g1s367	4
monkeyc1g1s368	4
monkeyc1g1s369	4
monkeyc1g1s370	4
monkeyc1g1s371	4
monkeyc1g1s372	4
monkeyc1g1s373	4
monkeyc1g1s374	4
monkeyc1g1s375	4
monkeyc1g1s376	4
monkeyc1g1s377	4
monkeyc1g1s378	4
monkeyc1g1s379	4
monkeyc1g1s380	4
monkeyc1g1s381	4
monkeyc1g1s382	4
monkeyc1g1s383	4
monkeyc1g1s384	4
monkeyc1g1s385	4
monkeyc1g1s386	4
monkeyc1g1s387	4
monkeyc1g1s388	4
monkeyc1g1s389	4
monkeyc1g1s390	4
monkeyc1g1s391	4
monkeyc1g1s392	4
monkeyc1g1s393	4
monkeyc1g1s394	4
monkeyc1g1s395	4
monkeyc1g1s396	4
monkeyc1g1s397	4
monkeyc1g1s398	4
monkeyc1g1s399	4
monkeyc1g1s400	4
monkeyc1g1s401	4
monkeyc1g1s402	4
monkeyc1g1s403	4
monkeyc1g1s404	4
monkeyc1g1s405	4
monkeyc1g1s406	4
monkeyc1g1s407	4
monkeyc1g1s408	4
monkeyc1g1s409	4
monkeyc1g1s410	4
monkeyc1g1s411	4
monkeyc1g1s412	4
monkeyc1g1s413	4
monkeyc1g1s414	4
monkeyc1g1s415	4
monkeyc1g1s416	4
monkeyc1g1s417	4
monkeyc1g1s418	4
monkeyc1g1s419	4
monkeyc1g1s420	4
monkeyc1g1s421	4
monkeyc1g1s422	4
monkeyc1g1s423	4
monkeyc1g1s424	4
monkeyc1g1s425	4
monkeyc1g1s426	4
monkeyc1g1s427	4
monkeyc1g1s428	4
monkeyc1g1s429	4
monkeyc1g1s430	4
monkeyc1g1s431	4
monkeyc1g1s432	4
monkeyc1g1s433	4
monkeyc1g1s434	4
monkeyc1g1s435	4
monkeyc1g1s436	4
monkeyc1g1s437	4
monkeyc1g1s438	4
monkeyc1g1s439	4
monkeyc1g1s440	4
monkeyc1g1s441	4
monkeyc1g1s442	4
monkeyc1g1s443	4
monkeyc1g1s444	4
monkeyc1g1s445	4
monkeyc1g1s446	4
monkeyc1g1s447	4
monkeyc1g1s448	4
monkeyc1g1s449	4
monkeyc1g1s450	4
monkeyc1g1s451	4
monkeyc1g1s452	4
monkeyc1g1s453	4
monkeyc1g1s454	4
monkeyc1g1s455	4
monkeyc1g1s456	4
monkeyc1g1s457	4
monkeyc1g1s458	4
monkeyc1g1s459	4
monkeyc1g1s460	4
monkeyc1g1s461	4
monkeyc1g1s462	4
monkeyc1g1s463	4
monkeyc1g1s464	4
monkeyc1g1s465	4
monkeyc1g1s466	4
monkeyc1g1s467	4
monkeyc1g1s468	4
monkeyc1g1s469	4
monkeyc1g1s470	4
monkeyc1g1s471	4
monkeyc1g1s472	4
monkeyc1g1s473	4
monkeyc1g1s474	4
monkeyc1g1s475	4
monkeyc1g1s476	4
monkeyc1g1s477	4
monkeyc1g1s478	4
monkeyc1g1s479	4
monkeyc1g1s480	4
monkeyc1g1s481	4
monkeyc1g1s482	4
monkeyc1g1s483	4
monkeyc1g1s484	4
monkeyc1g1s485	4
monkeyc1g1s486	4
monkeyc1g1s487	4
monkeyc1g1s488	4
monkeyc1g1s489	4
monkeyc1g1s490	4
monkeyc1g1s491	4
monkeyc1g1s492	4
monkeyc1g1s493	4
monkeyc1g1s494	4
monkeyc1g1s495	4
monkeyc1g1s496	4
monkeyc1g1s497	4
monkeyc1g1s498	4
monkeyc1g1s499	4
monkeyc1g1s500	4
monkeyc2g2s501	8
monkeyc2g2s502	4
monkeyc2g2s503	4
monkeyc2g2s504	8
monkeyc2g2s505	8
monkeyc2g2s506	8
monkeyc2g2s507	8
monkeyc2g2s508	8
monkeyc2g2s509	8
monkeyc2g2s510	8
monkeyc2g2s511	8
monkeyc2g2s512	8
monkeyc2g2s513	8
monkeyc2g2s514	8
monkeyc2g2s515	8
monkeyc2g2s516	8
monkeyc2g2s517	8
monkeyc2g2s518	8
monkeyc2g2s519	8
monkeyc2g2s520	8
monkeyc2g2s521	8
monkeyc2g2s522	8
monkeyc2g2s523	4
monkeyc2g2s524	8
monkeyc2g2s525	4
monkeyc2g2s526	8
monkeyc2g2s527	4
monkeyc2g2s528	8
monkeyc2g2s529	4
monkeyc2g2s530	8
monkeyc2g2s531	4
monkeyc2g2s532	8
monkeyc2g2s533	8
monkeyc2g2s534	8
monkeyc2g2s535	8
monkeyc2g2s536	8
monkeyc2g2s537	8
monkeyc2g2s538	8
monkeyc2g2s539	4
monkeyc2g2s540	8
monkeyc2g2s541	8
monkeyc2g2s542	8
monkeyc2g2s543	4
monkeyc2g2s544	4
monkeyc2g2s545	4
monkeyc2g2s546	8
monkeyc2g2s547	8
monkeyc2g2s548	8
monkeyc2g2s549	4
monkeyc2g2s550	8
monkeyc2g2s551	8
monkeyc2g2s552	8
monkeyc2g2s553	8
monkeyc2g2s554	8
monkeyc2g2s555	8
monkeyc2g2s556	8
monkeyc2g2s557	4
monkeyc2g2s558	8
monkeyc2g2s559	8
monkeyc2g2s560	8
monkeyc2g2s561	8
monkeyc2g2s562	8
monkeyc2g2s563	8
monkeyc2g2s564	4
monkeyc2g2s565	4
monkeyc2g2s566	8
monkeyc2g2s567	4
monkeyc2g2s568	8
monkeyc2g2s569	8
monkeyc2g2s570	8
monkeyc2g2s571	8
monkeyc2g2s572	8
monkeyc2g2s573	8
monkeyc2g2s574	4
monkeyc2g2s575	8
monkeyc2g2s576	8
monkeyc2g2s577	4
monkeyc2g2s578	4
monkeyc2g2s579	8
monkeyc2g2s580	8
monkeyc2g2s581	8
monkeyc2g2s582	8
monkeyc2g2s583	8
monkeyc2g2s584	8
monkeyc2g2s585	4
monkeyc2g2s586	8
monkeyc2g2s587	8
monkeyc2g2s588	8
monkeyc2g2s589	8
monkeyc2g2s590	8
monkeyc2g2s591	8
monkeyc2g2s592	8
monkeyc2g2s593	8
monkeyc2g2s594	8
monkeyc2g2s595	8
monkeyc2g2s596	8
monkeyc2g2s597	8
monkeyc2g2s598	8
monkeyc2g2s599	8
monkeyc2g2s600	4
monkeyc2g2s601	8
monkeyc2g2s602	8
monkeyc2g2s603	8
monkeyc2g2s604	4
monkeyc2g2s605	8
monkeyc2g2s606	8
monkeyc2g2s607	8
monkeyc2g2s608	8
monkeyc2g2s609	8
monkeyc2g2s610	8
monkeyc2g2s611	8
monkeyc2g2s612	8
monkeyc2g2s613	8
monkeyc2g2s614	8
monkeyc2g2s615	4
monkeyc2g2s616	8
monkeyc2g2s617	4
monkeyc2g2s618	8
monkeyc2g2s619	8
monkeyc2g2s620	4
monkeyc2g2s621	8
monkeyc2g2s622	8
monkeyc2g2s623	8
monkeyc2g2s624	8
monkeyc2g2s625	8
monkeyc2g2s626	8
monkeyc2g2s627	8
monkeyc2g2s628	8
monkeyc2g2s629	8
monkeyc2g2s630	8
monkeyc2g2s631	8
monkeyc2g2s632	8
monkeyc2g2s633	8
monkeyc2g2s634	8
monkeyc2g2s635	8
monkeyc2g2s636	8
monkeyc2g2s637	8
monkeyc2g2s638	8
monkeyc2g2s639	8
monkeyc2g2s640	8
monkeyc2g2s641	8
monkeyc2g2s642	4
monkeyc2g2s643	8
monkeyc2g2s644	8
monkeyc2g2s645	8
monkeyc2g2s646	4
monkeyc2g2s647	8
monkeyc2g2s648	8
monkeyc2g2s649	4
monkeyc2g2s650	8
monkeyc2g2s651	8
monkeyc2g2s652	8
monkeyc2g2s653	4
monkeyc2g2s654	8
monkeyc2g2s655	4
monkeyc2g2s656	8
monkeyc2g2s657	8
monkeyc2g2s658	8
monkeyc2g2s659	8
monkeyc2g2s660	4
monkeyc2g2s661	8
monkeyc2g2s662	8
monkeyc2g2s663	8
monkeyc2g2s664	8
monkeyc2g2s665	4
monkeyc2g2s666	8
monkeyc2g2s667	4
monkeyc2g2s668	8
monkeyc2g2s669	8
monkeyc2g2s670	8
monkeyc2g2s671	8
monkeyc2g2s672	8
monkeyc2g2s673	8
monkeyc2g2s674	8
monkeyc2g2s675	8
monkeyc2g2s676	8
monkeyc2g2s677	8
monkeyc2g2s678	8
monkeyc2g2s679	4
monkeyc2g2s680	8
monkeyc2g2s681	8
monkeyc2g2s682	8
monkeyc2g2s683	8
monkeyc2g2s684	8
monkeyc2g2s685	4
monkeyc2g2s686	8
monkeyc2g2s687	4
monkeyc2g2s688	8
monkeyc2g2s689	4
monkeyc2g2s690	8
monkeyc2g2s691	4
monkeyc2g2s692	4
monkeyc2g2s693	8
monkeyc2g2s694	4
monkeyc2g2s695	8
monkeyc2g2s696	8
monkeyc2g2s697	8
monkeyc2g2s698	8
monkeyc2g2s699	8
monkeyc2g2s700	8
monkeyc2g2s701	8
monkeyc2g2s702	4
monkeyc2g2s703	8
monkeyc2g2s704	8
monkeyc2g2s705	8
monkeyc2g2s706	8
monkeyc2g2s707	8
monkeyc2g2s708	8
monkeyc2g2s709	8
monkeyc2g2s710	8
monkeyc2g2s711	8
monkeyc2g2s712	4
monkeyc2g2s713	8
monkeyc2g2s714	8
monkeyc2g2s715	4
monkeyc2g2s716	8
monkeyc2g2s717	8
monkeyc2g2s718	4
monkeyc2g2s719	8
monkeyc2g2s720	8
monkeyc2g2s721	8
monkeyc2g2s722	8
monkeyc2g2s723	8
monkeyc2g2s724	8
monkeyc2g2s725	8
monkeyc2g2s726	8
monkeyc2g2s727	8
monkeyc2g2s728	4
monkeyc2g2s729	8
monkeyc2g2s730	8
monkeyc2g2s731	8
monkeyc2g2s732	8
monkeyc2g2s733	8
monkeyc2g2s734	8
monkeyc2g2s735	8
monkeyc2g2s736	4
monkeyc2g2s737	8
monkeyc2g2s738	8
monkeyc2g2s739	4
monkeyc2g2s740	8
monkeyc2g2s741	8
monkeyc2g2s742	4
monkeyc2g2s743	8
monkeyc2g2s744	8
monkeyc2g2s745	4
monkeyc2g2s746	8
monkeyc2g2s747	8
monkeyc2g2s748	8
monkeyc2g2s749	8
monkeyc2g2s750	8
monkeyc2g2s751	8
monkeyc2g2s752	8
monkeyc2g2s753	8
monkeyc2g2s754	8
monkeyc2g2s755	8
monkeyc2g2s756	8
monkeyc2g2s757	8
monkeyc2g2s758	8
monkeyc2g2s759	8
monkeyc2g2s760	8
monkeyc2g2s761	4
monkeyc2g2s762	8
monkeyc2g2s763	8
monkeyc2g2s764	8
monkeyc2g2s765	8
monkeyc2g2s766	8
monkeyc2g2s767	8
monkeyc2g2s768	4
monkeyc2g2s769	8
monkeyc2g2s770	8
monkeyc2g2s771	8
monkeyc2g2s772	8
monkeyc2g2s773	4
monkeyc2g2s774	8
monkeyc2g2s775	8
monkeyc2g2s776	8
monkeyc2g2s777	8
monkeyc2g2s778	8
monkeyc2g2s779	8
monkeyc2g2s780	4
monkeyc2g2s781	8
monkeyc2g2s782	8
monkeyc2g2s783	4
monkeyc2g2s784	8
monkeyc2g2s785	8
monkeyc2g2s786	8
monkeyc2g2s787	8
monkeyc2g2s788	8
monkeyc2g2s789	8
monkeyc2g2s790	8
monkeyc2g2s791	8
monkeyc2g2s792	8
monkeyc2g2s793	8
monkeyc2g2s794	8
monkeyc2g2s795	4
monkeyc2g2s796	4
monkeyc2g2s797	4
monkeyc2g2s798	8
monkeyc2g2s799	8
monkeyc2g2s800	8
monkeyc2g2s801	8
monkeyc2g2s802	8
monkeyc2g2s803	8
monkeyc2g2s804	8
monkeyc2g2s805	8
monkeyc2g2s806	8
monkeyc2g2s807	8
monkeyc2g2s808	8
monkeyc2g2s809	8
monkeyc2g2s810	4
monkeyc2g2s811	8
monkeyc2g2s812	8
monkeyc2g2s813	4
monkeyc2g2s814	8
monkeyc2g2s815	8
monkeyc2g2s816	4
monkeyc2g2s817	4
monkeyc2g2s818	8
monkeyc2g2s819	4
monkeyc2g2s820	4
monkeyc2g2s821	4
monkeyc2g2s822	4
monkeyc2g2s823	8
monkeyc2g2s824	8
monkeyc2g2s825	8
monkeyc2g2s826	8
monkeyc2g2s827	8
monkeyc2g2s828	8
monkeyc2g2s829	4
monkeyc2g2s830	8
monkeyc2g2s831	8
monkeyc2g2s832	4
monkeyc2g2s833	8
monkeyc2g2s834	8
monkeyc2g2s835	4
monkeyc2g2s836	8
monkeyc2g2s837	8
monkeyc2g2s838	8
monkeyc2g2s839	8
monkeyc2g2s840	8
monkeyc2g2s841	8
monkeyc2g2s842	8
monkeyc2g2s843	8
monkeyc2g2s844	8
monkeyc2g2s845	8
monkeyc2g2s846	8
monkeyc2g2s847	8
monkeyc2g2s848	8
monkeyc2g2s849	8
monkeyc2g2s850	8
monkeyc2g2s851	4
monkeyc2g2s852	8
monkeyc2g2s853	8
monkeyc2g2s854	8
monkeyc2g2s855	8
monkeyc2g2s856	8
monkeyc2g2s857	8
monkeyc2g2s858	8
monkeyc2g2s859	8
monkeyc2g2s860	8
monkeyc2g2s861	8
monkeyc2g2s862	8
monkeyc2g2s863	8
monkeyc2g2s864	4
monkeyc2g2s865	8
monkeyc2g2s866	8
monkeyc2g2s867	8
monkeyc2g2s868	8
monkeyc2g2s869	8
monkeyc2g2s870	8
monkeyc2g2s871	4
monkeyc2g2s872	8
monkeyc2g2s873	8
monkeyc2g2s874	8
monkeyc2g2s875	4
monkeyc2g2s876	8
monkeyc2g2s877	8
monkeyc2g2s878	8
monkeyc2g2s879	8
monkeyc2g2s880	8
monkeyc2g2s881	8
monkeyc2g2s882	8
monkeyc2g2s883	8
monkeyc2g2s884	8
monkeyc2g2s885	8
monkeyc2g2s886	8
monkeyc2g2s887	8
monkeyc2g2s888	8
monkeyc2g2s889	8
monkeyc2g2s890	8
monkeyc2g2s891	8
monkeyc2g2s892	8
monkeyc2g2s893	8
monkeyc2g2s894	8
monkeyc2g2s895	8
monkeyc2g2s896	8
monkeyc2g2s897	8
monkeyc2g2s898	8
monkeyc2g2s899	8
monkeyc2g2s900	8
monkeyc2g2s901	8
monkeyc2g2s902	8
monkeyc2g2s903	8
monkeyc2g2s904	8
monkeyc2g2s905	8
monkeyc2g2s906	8
monkeyc2g2s907	4
monkeyc2g2s908	4
monkeyc2g2s909	4
monkeyc2g2s910	8
monkeyc2g2s911	4
monkeyc2g2s912	8
monkeyc2g2s913	8
monkeyc2g2s914	8
monkeyc2g2s915	8
monkeyc2g2s916	8
monkeyc2g2s917	8
monkeyc2g2s918	8
monkeyc2g2s919	4
monkeyc2g2s920	8
monkeyc2g2s921	8
monkeyc2g2s922	8
monkeyc2g2s923	8
monkeyc2g2s924	8
monkeyc2g2s925	8
monkeyc2g2s926	8
monkeyc2g2s927	8
monkeyc2g2s928	8
monkeyc2g2s929	4
monkeyc2g2s930	8
monkeyc2g2s931	8
monkeyc2g2s932	8
monkeyc2g2s933	8
monkeyc2g2s934	8
monkeyc2g2s935	4
monkeyc2g2s936	4
monkeyc2g2s937	8
monkeyc2g2s938	8
monkeyc2g2s939	8
monkeyc2g2s940	4
monkeyc2g2s941	8
monkeyc2g2s942	8
monkeyc2g2s943	8
monkeyc2g2s944	8
monkeyc2g2s945	8
monkeyc2g2s946	8
monkeyc2g2s947	4
monkeyc2g2s948	4
monkeyc2g2s949	8
monkeyc2g2s950	8
monkeyc2g2s951	8
monkeyc2g2s952	8
monkeyc2g2s953	8
monkeyc2g2s954	8
monkeyc2g2s955	8
monkeyc2g2s956	4
monkeyc2g2s957	4
monkeyc2g2s958	8
monkeyc2g2s959	8
monkeyc2g2s960	8
monkeyc2g2s961	8
monkeyc2g2s962	8
monkeyc2g2s963	8
monkeyc2g2s964	8
monkeyc2g2s965	8
monkeyc2g2s966	8
monkeyc2g2s967	8
monkeyc2g2s968	8
monkeyc2g2s969	8
monkeyc2g2s970	4
monkeyc2g2s971	8
monkeyc2g2s972	8
monkeyc2g2s973	8
monkeyc2g2s974	4
monkeyc2g2s975	4
monkeyc2g2s976	8
monkeyc2g2s977	8
monkeyc2g2s978	8
monkeyc2g2s979	8
monkeyc2g2s980	8
monkeyc2g2s981	4
monkeyc2g2s982	8
monkeyc2g2s983	8
monkeyc2g2s984	8
monkeyc2g2s985	8
monkeyc2g2s986	8
monkeyc2g2s987	4
monkeyc2g2s988	8
monkeyc2g2s989	4
monkeyc2g2s990	8
monkeyc2g2s991	8
monkeyc2g2s992	4
monkeyc2g2s993	8
monkeyc2g2s994	8
monkeyc2g2s995	8
monkeyc2g2s996	8
monkeyc2g2s997	8
monkeyc2g2s998	8
monkeyc2g2s999	4
monkeyc2g2s1000	8
monkeyc3l1s1001	2
monkeyc3l1s1002	2
monkeyc3l1s1003	2
monkeyc3l1s1004	2
monkeyc3l1s1005	2
monkeyc3l1s1006	2
monkeyc3l1s1007	2
monkeyc3l1s1008	2
monkeyc3l1s1009	5
monkeyc3l1s1010	2
monkeyc3l1s1011	5
monkeyc3l1s1012	2
monkeyc3l1s1013	5
monkeyc3l1s1014	5
monkeyc3l1s1015	5
monkeyc3l1s1016	2
monkeyc3l1s1017	5
monkeyc3l1s1018	5
monkeyc3l1s1019	2
monkeyc3l1s1020	2
monkeyc3l1s1021	2
monkeyc3l1s1022	2
monkeyc3l1s1023	5
monkeyc3l1s1024	2
monkeyc3l1s1025	2
monkeyc3l1s1026	5
monkeyc3l1s1027	2
monkeyc3l1s1028	5
monkeyc3l1s1029	2
monkeyc3l1s1030	5
monkeyc3l1s1031	2
monkeyc3l1s1032	5
monkeyc3l1s1033	2
monkeyc3l1s1034	5
monkeyc3l1s1035	2
monkeyc3l1s1036	2
monkeyc3l1s1037	2
monkeyc3l1s1038	5
monkeyc3l1s1039	2
monkeyc3l1s1040	5
monkeyc3l1s1041	5
monkeyc3l1s1042	2
monkeyc3l1s1043	2
monkeyc3l1s1044	5
monkeyc3l1s1045	2
monkeyc3l1s1046	2
monkeyc3l1s1047	5
monkeyc3l1s1048	2
monkeyc3l1s1049	2
monkeyc3l1s1050	2
monkeyc3l1s1051	2
monkeyc3l1s1052	2
monkeyc3l1s1053	5
monkeyc3l1s1054	2
monkeyc3l1s1055	5
monkeyc3l1s1056	2
monkeyc3l1s1057	2
monkeyc3l1s1058	2
monkeyc3l1s1059	2
monkeyc3l1s1060	2
monkeyc3l1s1061	2
monkeyc3l1s1062	2
monkeyc3l1s1063	2
monkeyc3l1s1064	2
monkeyc3l1s1065	2
monkeyc3l1s1066	2
monkeyc3l1s1067	2
monkeyc3l1s1068	2
monkeyc3l1s1069	2
monkeyc3l1s1070	2
